[165556, 2652886, 5579306, 8108330, 11469588, 13720138, 16173762, 20984510, 22874960, 26339060]

[152376, 2568882, 5538054, 7997676, 11095006, 13999740, 16919460, 20031820, 24300816, 25339884]

[150088, 2638522, 5517646, 7712888, 11239206, 14173490, 17267116, 19172266, 23356742, 26481478]

[181856, 2547960, 5656976, 8463464, 10504342, 15383516, 16482726, 20884188, 22251620, 26504866]

[183056, 2773240, 5842992, 8247712, 11239110, 14350412, 16286036, 22822698, 22374280, 25257272]

[168994, 2337894, 5830812, 8070484, 12527946, 13647432, 17235534, 19965872, 22670026, 29692820]

[160068, 2559314, 5615360, 7872322, 11236790, 15080534, 18662844, 20728158, 22620358, 25131686]

[160436, 2616516, 5078202, 9226270, 12163678, 13997056, 17267864, 20092982, 24192396, 25624136]

[158936, 2512706, 5418274, 8205806, 11433244, 14388872, 17794968, 19134698, 22765816, 25137562]

[166336, 2673148, 5371764, 8160588, 10493198, 14641178, 18118552, 19844840, 22222392, 28253644]

--------------------------------------------
