[738530, 11644408, 23729241, 36317447, 49257226, 62442549, 75840472, 89437678, 103104260, 116951122]

[737631, 11645357, 23731999, 36325264, 49255898, 62445644, 75834654, 89432148, 103103097, 116958672]

[737490, 11644446, 23735331, 36320621, 49265581, 62433885, 75839038, 89428109, 103109626, 116957249]

[738111, 11649421, 23732171, 36317232, 49259663, 62449814, 75836909, 89435057, 103104290, 116958079]

[736549, 11645366, 23736392, 36317043, 49260659, 62452466, 75832040, 89443687, 103107380, 116962610]

[737457, 11645680, 23735020, 36315558, 49255845, 62441184, 75831684, 89444202, 103109256, 116959430]

[737281, 11649531, 23735765, 36320093, 49259551, 62441555, 75836297, 89436721, 103102374, 116956336]

[736379, 11645063, 23733770, 36322197, 49260673, 62442055, 75838941, 89435324, 103114900, 116955049]

[737381, 11647674, 23734398, 36326198, 49256666, 62443824, 75836031, 89441034, 103105524, 116959478]

[737481, 11643284, 23732160, 36316722, 49264184, 62437592, 75838487, 89444630, 103105317, 116956111]


--------------------------------------------
